2018-11-26 01:16:35,James,player,<same_game.game_state.State object at 0x118a94828>,52,,,3.5006630420684814,2,4,0
2018-11-26 01:16:40,James,depth limited maximizing,<same_game.game_state.State object at 0x118a944e0>,72,,,2.6517670154571533,2,4,3
2018-11-26 01:59:06,sdrg,player,<same_game.game_state.State object at 0x10e31e898>,60,,,9.685375213623047,3,5,0
2018-11-26 01:59:17,sdrg,depth limited maximizing,<same_game.game_state.State object at 0x10e31e518>,89,,,8.58637809753418,3,5,3
2018-11-26 02:01:01,,player,<same_game.game_state.State object at 0x10d808860>,58,,,3.499748945236206,2,4,0
2018-11-26 02:01:06,,depth limited maximizing,<same_game.game_state.State object at 0x10d8084e0>,58,,,3.068176746368408,2,4,3
2018-11-26 02:02:55,James Brock,player,<same_game.game_state.State object at 0x10d023860>,20,,,29.384495735168457,3,6,0
2018-11-26 02:03:23,James Brock,depth limited maximizing,<same_game.game_state.State object at 0x10d023550>,148,,,19.361143827438354,3,6,3
2018-11-26 03:00:37,ou7r6e5w466e5yuyiguohlik,player,<same_game.game_state.State object at 0x10831d898>,85,,,13.158123016357422,3,6,0
2018-11-26 03:00:51,ou7r6e5w466e5yuyiguohlik,depth limited maximizing,<same_game.game_state.State object at 0x10831d518>,165,,,9.086813926696777,3,6,3
2018-11-26 13:47:14,James,player,<same_game.game_state.State object at 0x10c6c4898>,151,,,11.582760095596313,3,6,0
2018-11-26 13:47:29,James,depth limited maximizing,<same_game.game_state.State object at 0x10c6c4550>,166,,,11.037613868713379,3,6,3
2018-11-26 14:57:52,James Brock,player,<same_game.game_state.State object at 0x11ba08860>,105,,,19.85215425491333,3,6,0
2018-11-26 14:58:07,James Brock,depth limited maximizing,<same_game.game_state.State object at 0x11ba08550>,128,,,12.354071140289307,3,6,1
2018-11-26 15:29:46,James,player,<same_game.game_state.State object at 0x10cf657f0>,50,,,6.2322869300842285,2,4,0
2018-11-26 15:29:53,James,depth limited maximizing,<same_game.game_state.State object at 0x10cf654a8>,50,,,3.881316900253296,2,4,1
2018-11-26 19:01:26,James Brock,player,<same_game.game_state.State object at 0x103548860>,149,,,4.130973815917969,3,5,0
2018-11-26 19:01:31,James Brock,depth limited maximizing,<same_game.game_state.State object at 0x103548550>,131,,,2.447396993637085,3,5,3
2018-11-26 19:02:46,Thomas,player,<same_game.game_state.State object at 0x10fa148d0>,67,,,21.49484419822693,3,6,0
2018-11-26 19:02:59,Thomas,depth limited maximizing,<same_game.game_state.State object at 0x10fa14588>,156,,,10.428009033203125,3,6,3
2018-11-26 19:04:04,James,player,<same_game.game_state.State object at 0x112d278d0>,71,,,6.065317153930664,3,6,0
2018-11-27 13:32:57,da boi,player,<same_game.game_state.State object at 0x10ec67908>,106,,,33.62348699569702,3,6,0
2018-11-27 13:33:22,da boi,depth limited maximizing,<same_game.game_state.State object at 0x10ec675c0>,126,,,12.076682567596436,3,6,3
2018-12-05 15:15:19,James,player,<same_game.game_state.State object at 0x1020e13c8>,82,,,6.766994953155518,3,6,0
2018-12-05 15:15:27,James,depth limited maximizing,<same_game.game_state.State object at 0x10d7814a8>,97,,,4.347447156906128,3,6,3
2018-12-05 15:21:08,James,player,<same_game.game_state.State object at 0x11b1f9fd0>,83,,,10.16873574256897,3,6,0
2018-12-05 15:21:13,James,depth limited maximizing,<same_game.game_state.State object at 0x11b1f9dd8>,204,,,2.7127578258514404,3,6,2
2018-12-05 15:24:51,asg,player,<same_game.game_state.State object at 0x10b6eb470>,17,,,1.0538051128387451,2,3,0
2018-12-05 15:24:53,asg,depth limited maximizing,<same_game.game_state.State object at 0x116e43f98>,17,,,0.8646848201751709,2,3,1
